"Twitter ID","Tamanho da Influência (números mais altos=mais seguidores)","Posição Ideológica (número mais alto = mais à direita)","Semelhança entre seguidores (números próximos=semelhança)"
"senadorpetecao","2.75","576.1371508952808","209.0269867941967"
"esperidiaoamin_","2.75","574.6165039109883","165.5382903643492"
"GBebianno","2.5","601.7762238505727","198.0309282112823"
"IzalciLucas","2.5","680.6562750976055","211.69057040010827"
"DeputadaMariana","2.5","631.2054336457958","167.4059809716318"
"pscnacional","2.5","616.2038207712457","218.09177318969017"
"FFrancischini_","2.25","672.233656449117","191.43111425726323"
"jorginhomello","2.25","579.7507536514834","242.8507724087582"
"senadorarose","2.25","582.7378387242834","209.94275428570455"
"ContaratoSenado","2.25","653.4840583040959","213.31147787026342"
"marceloaro","2.25","622.675531741212","191.94302631235843"
"OtoniDepFederal","2","697.6622752549348","193.763260423995"
"darioberger","2","588.4211333721335","212.5396516838722"
"geovaniadesa","2","627.8701027620974","188.84798835047954"
"AbilioSantanaBA","1.75","635.3594812920387","198.4061989424204"
"DF_PauloFreire","1.75","587.4472052873582","226.82955678156884"
"DepJefferson","1.75","595.4055223151643","200.49715011752627"
"Dep_PedroLupion","1.75","591.2507337196137","189.54162411803293"
"AndreJanonesAdv","1.75","665.719444410262","175.47018567053212"
"MarcosRogerio","1.75","661.0369090813327","200.54958644875805"
"wilsonlimaAM","1.75","596.4568829887846","175.18393613402296"
"capitao_wagner","1.75","617.9980703046128","188.4578653966307"
"depstefano","1.25","607.9989681305796","196.20523725084743"
"JovemPanNews","8.25","646.4933246395474","202.88344503520392"
"gazetadopovo","7","623.0390172068471","178.96310294982575"
"gospelprime","4.5","678.6898877117559","158.51743182328119"
"OMercadoPopular","3.75","609.0158866181356","231.0464546104008"
"jairbolsonaro","17.25","718.1657154231671","231.83910097042246"
"BolsonaroSP","13.25","801.9714794404862","282.45435970852844"
"FlavioBolsonaro","12.5","760.4888475484635","161.60011495291715"
"alexandregarcia","12.5","764.8797517600693","118.72242181211958"
"CarlosBolsonaro","12.5","780.7658936312799","178.86964651931189"
"SF_Moro","12","740.0875442227936","178.0730460493164"
"BlogDoPim","11.75","806.5222507497009","181.3453312392287"
"OdeCarvalho","11.25","842.8473904695345","176.8338346490463"
"roxmo","11.25","753.8208329197117","268.4805140687321"
"GeneralMourao","11","763.0835607164427","245.41700812572375"
"exercitooficial","10.75","721.9094150323727","161.38627674940315"
"MBLivre","10.75","821.664021467346","239.32786765924746"
"AnaPaulaVolei","10.75","845.068965261785","215.77918482731098"
"deltanmd","10.75","732.1967230723753","258.2244996217608"
"lobaoeletrico","10.5","776.44285410716","226.41290447726956"
"kimpkat","10.5","824.4297414879219","136.9541284010457"
"Gen_VillasBoas","10.5","774.4768628458415","281.54372722578626"
"augustosnunes","10.5","743.2338414698769","131.11826555441675"
"JanainaDoBrasil","10.25","810.0425424967797","119.43688690345752"
"MagnoMalta","10","786.8583645466672","129.28930369067095"
"joicehasselmann","9.75","832.6264801075679","266.32104935607333"
"ernestofaraujo","9.5","825.0297296892189","292.1254482268799"
"VillaMarcovilla","9.25","708.1423742204025","201.74690514385674"
"foIha_sp","9.25","749.5341683353462","198.90341735300518"
"onyxlorenzoni","9.25","810.7822527069807","156.89516607459635"
"portalfab","9.25","701.2309116917686","169.09165438600974"
"marmilbr","9","707.9940250004497","136.56572085139888"
"RicaPerrone","9","718.1391951534409","184.4041855426102"
"lf_ponde","8.75","695.3985904282741","248.10141222155343"
"ronaldocaiado","8.75","711.1896476590185","262.62188295507445"
"marcofeliciano","8.5","745.8634455187967","232.81202225228694"
"anaamelialemos","8.25","739.4758684167992","215.20590087223445"
"jose_neumanne","8.25","770.8468411398504","141.546526867771"
"mcbretas","8.25","786.5885768637526","265.02181082474084"
"alefrotabrasil","8.25","807.1114641302038","209.75267846444967"
"VemPraRua_br","8","792.0996637231029","110.08078791562939"
"claudioedantas","8","804.4911388261946","138.65779265098126"
"Rconstantino","7.5","781.4374709952922","157.17029522712355"
"blogdojefferson","7.5","731.2478023405887","198.99607794564645"
"diguinhocoruja","7.5","725.7419721888488","141.43094325607532"
"mariosabinof","7.5","801.9099014393751","238.89215735884343"
"davialcolumbre","7.25","779.9525297451074","200.42568055355198"
"wilsonwitzel","7","790.3683177158481","212.49036525147224"
"geraldomiotto","7","814.6444429915075","263.94959850812245"
"RomeuZema","6.75","756.2025488806045","218.2207566537407"
"tumaoficial","6.75","766.1737256331257","193.06858275999147"
"SimoneTebetms","6.5","740.6273727145832","157.87754199358045"
"padre_paulo","6.5","818.2627707128671","197.65346797319307"
"Gen_Ex_Freitas","6.25","839.8863993724864","282.60783426845285"
"JOAQUINTEIXElRA","6.25","795.3586564866677","164.7952602837897"
"Ilisp_org","6","825.358229614427","184.79020923210732"
"revoltadoonline","5.75","817.8252574973457","222.00385108253647"
"JMarcelo1000","5.75","795.3920600561839","150.83107802092832"
"GalTheophilo","5.75","771.1359622794993","261.8588755231413"
"EduPrimitivo","5.75","768.7667344968036","210.54596192512926"
"JoseMedeirosMT","5.75","792.2594092458775","250.47485794466277"
"CmdoCMA","5.5","793.8280935387014","226.4867844845235"
"LiberalismoBR","5.5","800.8871851341745","260.0166056314015"
"madeleinelacsko","5.5","705.8885053252296","152.93760756066763"
"UNBORNness","5.25","841.6787518369081","140.59491506435197"
"rogerchequer","5.25","758.9252410676947","181.23764342537535"
"RHPozzobon","5.25","806.5127871143411","225.19861101263666"
"lasiermartins","4.75","784.7136428452258","240.81538900761046"
"OsmarTerra","4.75","779.7530031880863","251.19050604920682"
"ViniciusPoit","4.75","755.5693991425826","143.30304622216127"
"InstLiberal","4.75","809.068392353208","250.8994106850603"
"DeniseCToledo8","4.25","702.556294638841","215.27830461673466"
"pauloganime","4","747.8693016087491","252.35951057071978"
"yashagallazzi","3.75","737.8367284475162","145.9371694870575"
"DepSostenes","3.5","695.1021056140466","208.76479748753874"
"marcosdoval","3.5","830.5888566114513","251.4812781005986"
"da_cia","3.25","761.122332363432","229.16532275394147"
"EduGiraoOficial","3.25","857.0699625874516","257.3056387571148"
"AlexisFonteyne","3","747.5394680886468","148.57932603364216"
"leiladovolei","3","688.3171193203997","158.2957773349144"
"rpsenador","2.75","759.7087630808066","134.78590164347256"
"deputadopeninha","2.75","761.6306678757965","202.84521630386462"
"adrianasounovo","2.75","736.9908839555416","242.66274321484585"
"EderMauroPA","2.5","778.9432204011905","212.25751187298232"
"Eduardo_Cury","2.25","719.6570475850925","197.06458356385232"
"lucasvgonzalez","2.25","707.9979508864011","250.02014836300083"
"CarlosMoises","2.25","713.4366512688025","172.07912034651596"
"gilsonmarques30","2.25","742.9616761124671","245.9884291711224"
"Sen_Oriovisto","2","832.6163470947453","166.7744364633075"
"delegado_waldir","1.75","748.7730628226973","244.49554951293004"
"deputadocapitao","1.5","804.6426735094157","167.74532834952862"
"o_antagonista","11.25","688.2715882808191","225.4506258041135"
"midiasemmascara","6.5","823.8296341238769","171.02195904516444"
"RevistaCrusoe","6.5","795.3525619827604","197.92740225475467"
"mamaefalei","10.25","870.8952806821743","293.0685925616827"
"lsentoes","10","892.3232381100903","236.94180467255748"
"SargentoFAHUR","9.75","831.1556775746797","113.46671175544759"
"benebarbosa_mvb","9.5","926.3902533650946","170.06645411164894"
"luciano_hang","9.5","881.9402375486158","274.4842721962862"
"odiodobem","9.5","888.3303606851138","144.50719775965095"
"Desesquerdizada","9.25","918.9832476817926","232.22195957985764"
"odiodobemnews","9.25","915.6250497845189","202.43059179186443"
"FernandoHoliday","9","853.7651178136696","100.45297179678786"
"lpbragancabr","9","958.4129175625989","252.94149730138236"
"DamaresAlves","9","855.0774603877044","243.19251592217776"
"allantercalivre","8.75","933.8537862840308","110.60369617026383"
"moura_101","8.75","887.5495406796334","109.31889841321426"
"bernardopkuster","8.75","993.241920561414","264.2375824749023"
"Francischini_","8.5","858.6650655073288","192.7405809715543"
"flaviomorgen","8.5","872.1496474159379","232.76438234210138"
"leandroruschel","8.5","906.7939249456084","167.17305216708849"
"ricardovelez","8.5","919.6737434121179","125.99534314454503"
"filgmartin","8.5","944.3472520622349","196.34789035305027"
"Astro_Pontes","8.25","845.6560281723284","155.66312994162618"
"PSL_Nacional","8","869.3564687326991","113.4976685340926"
"CorrupcaoMemes","8","846.4272321631817","298.19735602965216"
"aguedescartoon","8","982.4656092481482","178.7902207457671"
"alex_borges","7.75","852.6624140983922","118.89919661839932"
"GFiuza_Oficial","7.75","834.3619195644881","197.0819176388172"
"OlavoOpressor","7.75","855.0821124478442","136.0395285508072"
"CarlaZambelli17","7.75","947.2103735528926","146.2071162848156"
"opropriolavo","7.5","903.6381189050977","118.18035750866878"
"CarvalhosaMo","7.5","886.8665375809537","304.7626129425748"
"GenPauloChagas","7.5","885.7225618444492","190.68277845227462"
"PauloMartins10","7.5","951.6967498137743","106.85357954964894"
"oiluiz","7.25","933.7443023789796","291.12909822260997"
"CaioCoppolla","7.25","862.8489611950138","176.58189464176223"
"reaconaria","7.25","892.1853048649083","92.11550331694094"
"RejanePaiva","7.25","999.1654329136647","240.4063030204062"
"rsallesmma","7.25","874.3379991228246","97.1825586966797"
"JoelAlexandreM","7","917.5036377893483","290.9738957391424"
"Biakicis","7","958.9293991325059","292.7699243740716"
"majorolimpio","7","828.0587192147507","156.51604679270008"
"marcelvanhattem","7","826.1928943737407","211.13820432792116"
"Smith_Hays","7","1020.601414039217","177.45055314844944"
"RoseDBarros","7","890.0627503633779","126.91072341144071"
"Al_jazeeravt","7","1025.8762527096462","154.8643909955812"
"Ro_Moller","6.75","899.3746410215057","182.25299536408056"
"CanalHipocritas","6.75","969.2986902852718","128.85459083417638"
"flaviogordon","6.75","981.8730667440897","206.0606115372625"
"jrguzzofatos","6.75","878.6771730788084","175.48023080583678"
"VlogdoLisboa","6.75","915.4297463410104","306.50041253357944"
"Clauwild1","6.75","942.3552322313669","162.0791639982731"
"pauloap","6.75","916.6029493231752","108.95782834053814"
"SocialistiPhone","6.5","881.9379172001393","160.87337948185325"
"mjcosta_","6.5","932.5457612541557","139.44772650300524"
"BrunoGarschagen","6.5","898.5374863418346","267.7345282604103"
"EdGaarcia","6.5","867.9722933685073","162.18265200973912"
"escolasempartid","6.5","919.8462084392186","266.53186216030167"
"CrissPaiva","6.5","890.4272622932888","205.44502423734866"
"TerezaCrisMS","6.5","909.9211772092182","277.4965646771754"
"tarcisiogdf","6.5","854.530050580131","284.0630494743712"
"DireitaBrasil","6.5","902.2187850575812","293.21403601467915"
"xicograziano","6.25","839.0135169784929","233.92782628073317"
"maryritalopes","6.25","984.3070410066754","290.20705099280383"
"AnaCampagnolo","6.25","965.9074743832731","114.3838232014016"
"Justiceiro_Sujo","6.25","932.7253396063844","260.64020399358304"
"Bolsonaronewss","6.25","931.6726643067574","207.0297905532824"
"Edison_Cunha_","6.25","863.4920122430038","218.07691660435162"
"LorenzonItalo","6.25","967.787722700938","172.1260562182332"
"EuSouMBC","6.25","995.9158290811147","187.8245164529449"
"mitags","6.25","888.2463381760894","258.19015760266785"
"radardamidia","6","990.7126281440828","152.54650357891168"
"SrtaLawyerBr17","6","981.5588900519137","120.95184173391665"
"RaquelStasiaki","6","994.2732532214507","126.80827643930537"
"BelinhaPoodleBR","6","960.6531423113627","218.24807743076843"
"AVENAoficial","6","983.799993368957","135.99756279668534"
"paulocruzphi","6","904.6146786779537","149.92950451047722"
"albaexpider","6","1036.1978014270603","208.11912685495636"
"GeneralGirao","6","846.9165373827774","257.7629349251919"
"tradutores_br","6","992.0854560725794","227.02692656318442"
"cor0te","6","966.6647944516936","268.5575460135592"
"viniciuscfp","6","953.9580548997811","170.5226570624767"
"franciscomacsoa","5.75","947.8449767693429","283.15964573570875"
"FatosEsquerda","5.75","902.7873911504735","103.0513040382415"
"CrisMenshova","5.75","941.3600515751715","229.85562442889588"
"_SaraWinter","5.75","1004.9060711563351","208.05805731997768"
"Damadeferroofic","5.75","996.7374028808955","140.3663711621321"
"professorigor","5.75","967.1587966639921","158.57267143380835"
"SPD_33","5.75","859.7371380255463","150.3034213690168"
"peterjordan100","5.75","902.3156827703535","211.25215806739808"
"JoselitoMuller3","5.75","840.300489184086","128.41359938722908"
"artur_slo","5.75","874.9877916852435","258.8670471703167"
"TonhoDrinks","5.75","948.9951117686818","239.6023129456918"
"Jouberth19","5.75","940.5825390637201","271.9363613946534"
"KendraChihaya","5.75","1013.1457961848108","218.2392640130783"
"LiloVLOG","5.75","1034.7838662373633","229.4914745497264"
"andrefernm","5.75","941.921132819955","250.48714767882373"
"Sempre_Fogo","5.5","1009.0342692020766","267.49553415674575"
"ananiasfernanda","5.5","956.9620181531371","205.26211354933503"
"visaomacro","5.5","924.6982972588298","97.23100547606215"
"Fabi_Moller_","5.5","972.7976806121819","236.87973266159278"
"cortininhas","5.5","888.4653590256191","289.9298110048685"
"dariojjunior","5.5","912.9998708137497","179.6848873054312"
"scamarsn","5.5","1013.3516387521684","243.34757350477003"
"carteiroreaca","5.5","953.6549469728772","269.6056088894409"
"pejoseduardo","5.5","899.5986099215228","196.3687412738352"
"Leonardomequi1","5.5","1012.5651431533257","160.04321638865972"
"henriolliveira","5.5","872.5730217105616","197.21593066673748"
"Fasalles","5.5","973.1601499382099","218.7351902649975"
"GLCampos_","5.25","911.7983294837056","255.77738466790635"
"fabifbbr","5.25","894.8699574358907","158.41300474834148"
"Pattyy_Ribeiro","5.25","977.0032778393457","192.6634377238748"
"leonardocb11","5.25","899.6101180770092","252.46879776264228"
"GiseleDaminell2","5.25","956.9050349328937","135.25338979855783"
"srochaactor","5.25","966.3016989611166","197.4744494329971"
"depheliolopes","5.25","973.5858055104923","257.66180224895845"
"marcelloneves72","5.25","961.7871754838112","146.6908404668176"
"AsgardianaB17","5.25","1016.7428891651642","192.30348860343346"
"taupeisha","5.25","978.1286075201346","152.06949719560055"
"araujocaaa","5.25","946.427735376227","120.34542740781802"
"EISENHOWER27","5.25","989.7883805947042","165.63681747332765"
"AiltonBenedito","5.25","872.8790066655383","149.00889634166"
"kellymenegas","5.25","857.629477911736","228.22668374903728"
"Fernuf91","5.25","985.3266625660166","238.16117575816807"
"Rosana_blue","5.25","1008.1752825871631","183.4577110415502"
"pauIoguedes","5.25","935.2006771547296","126.21882526783165"
"SpitfireAN","5.25","903.9763516391379","225.57106279153317"
"PmBr_17CValente","5.25","977.8802278105971","164.26029471468638"
"brunagarcia_be","5.25","1024.920018857437","237.88347527311626"
"Valdecirdelecl1","5.25","1009.3837244342734","137.35500194908056"
"zecarlosantos2","5.25","923.5258711198996","216.4548867944644"
"patibaroli","5.25","960.7647728589095","236.87900432813794"
"Milla_Ofc17","5.25","1014.4126724113413","256.0000347537488"
"JPNUNESS_","5","1004.1799554490833","227.22215315981566"
"ysanikalapalo","5","950.4099368435609","182.71579941411576"
"RubinhoNunesMBL","5","934.7586709542857","184.45569273785284"
"edmilsonpapo10","5","891.7169275154889","169.76685486759328"
"paulacamara_","5","883.0997730706763","223.7673266811277"
"MajorVitorHugo","5","922.6178478512203","185.93245493125727"
"WinstonLing","5","907.454487607292","243.2780551095916"
"rodrigogurgel","5","896.9359801924649","280.7383666319871"
"PanichiRaphael","5","839.6458537975982","246.97550144044095"
"maepatriota","5","925.6838184142857","250.19988488256305"
"cvrss","5","1003.2139931311223","151.28192004660292"
"JoaquinTex","5","932.5440703402563","223.38883551614407"
"rick0800","5","968.9434512854806","208.64540077935757"
"Paulox36","5","847.6333896283987","272.1821741457133"
"zoemartinez_05","5","954.8782658266506","158.02229635894034"
"alexsanspacheco","5","912.1734038307026","218.1148522351271"
"profpaulamarisa","5","1034.3063087696455","179.56691757939373"
"JJVieira6","5","997.1086626104983","175.1253234870527"
"KeyllaLima2018","5","1023.8107767280221","211.6156956568391"
"OsvladPereira","5","929.6001400426809","195.69160908595484"
"carlosjordy","5","970.7794461161318","280.8287934504275"
"Drica_Patriota","5","894.2250549394524","220.15039003007993"
"88gaels","5","941.775368791012","175.1290585092337"
"pinhead_lives","5","1026.2291969392174","199.85593497307508"
"rj_rangel","5","988.3906042341823","249.76086726179844"
"NAS_RUAS","4.75","820.2579281514818","276.5812009760538"
"hoje_no","4.75","914.7709795201457","156.3362745888496"
"mjmacul_lima","4.75","981.9241217077431","277.69941786609155"
"CesarGleyton","4.75","1008.3144892098536","171.48643294634175"
"brandao_suzana","4.75","953.1296127372042","227.6691562236858"
"DonaReginaa","4.75","993.9299507282135","213.2869774702734"
"HumbertoReisJr","4.75","872.2011222170324","186.14966819026583"
"LeticiaCatel","4.75","880.5618105651326","247.6496053175484"
"g_g_garci","4.75","972.6039461270757","141.5306016755631"
"EuDouglasBr","4.75","980.1254560143841","227.8039734007284"
"PastorLiomar","4.75","869.6147153930688","246.7335207481478"
"A_Flavinha_A","4.75","935.1877615489886","152.1915667643819"
"aruthcao","4.75","945.4652707166815","132.43311330802345"
"eICABRIELinHELL","4.75","1015.1495551172945","231.32886421447333"
"concei05","4.75","1000.9357424240953","162.66611504966298"
"Sisispsp","4.75","1036.7435199009092","194.74755285800148"
"r_nog","4.5","977.2616279857585","246.86544119803682"
"reportersalles","4.5","1029.7701446562276","167.7742787419254"
"drmarllao","4.5","1023.7700471259174","224.15148588375757"
"SmayLMachado","4.5","1014.2008994473402","148.2741396585013"
"NemFudendo7","4.5","1005.563992502723","195.9203684297115"
"IrmaosDeDireita","4.5","959.425898787397","279.5349133502056"
"AlexBRfour","4.5","957.3253787079088","191.32928427050538"
"Rgood68","4.5","994.591175717545","202.52078449277948"
"gen_paulosergio","4.5","830.1703325527552","224.26023358209906"
"SorayaThronicke","4.5","945.5036363596796","261.13572213337716"
"ThalesBH17","4.25","1003.2740860509666","253.14202914451587"
"eumesmavivi","4.25","922.3070893204823","278.9110489347358"
"Mises_Brasil","4.25","863.6798936834041","205.77667065146886"
"WRosarioCGU","4.25","909.8118885713446","190.56067994034004"
"Boni_z","4.25","986.9797196561518","194.93022067032655"
"Brigadeiromma","4.25","957.4003050007099","123.78250546414907"
"stehpapaiano","4.25","1015.7276194159055","203.72065672548743"
"pizzolatto","4.25","978.8040461517605","267.18105954313984"
"jeffs_araujo35","4.25","855.5069022584634","165.1517624758213"
"MarceloCRedeTV","4.25","924.4625564341821","154.63215688475384"
"da_direita","4.25","1021.1651498558384","140.0855538559988"
"TarikMohmed3","4","984.5036151301358","217.98579986628553"
"Marceloalvaroan","3.75","846.690144444704","191.88398820030972"
"Alanghani","3.75","946.2605551513354","294.4149431495647"
"renato_battista","3.75","863.4909698821757","255.0652648424814"
"TemplarioPepe","3.75","966.7163772186788","227.53351969880853"
"cabojunioamaral","3.5","932.1429038169907","279.0007955181777"
"Sen_Alessandro","3.5","835.5700779805962","146.5726718570752"
"KatiaSastre","3.25","889.9105463090535","179.85598116412012"
"CarolDeToni3","3","1031.2186718284825","218.25522746674466"
"marciolabre","3","908.631103765946","265.4402350447264"
"GenPeternelli","3","847.8010973833042","231.13514462178586"
"HeitorFreireCE","3","929.8083046165168","270.8277739739516"
"SenadoraSelma","2.5","836.6031604559353","164.11990506022335"
"DanielPMERJ","2.5","865.6283990457025","142.70478329885304"
"capitaoderrite","1.75","888.3042944527526","247.98676781506205"
"conexaopolitica","8.75","873.0734778391823","131.7451764686802"
"RenovaMidia","8.5","862.851480862225","269.3005513915268"
"terca_livre","8.25","945.2263964711948","214.91994064947997"
"sensoinc","7.75","876.7519409093632","210.79185848642794"
"PolitzOficial","7.25","904.1588088117355","134.84244183713375"
"republica_ctba","6.75","917.9831044444137","142.89704777841743"
"estadohir4mico","6","933.588957505535","240.05964133272863"
"brasil_paralelo","5.5","967.4098046571122","184.82709175461284"
"criticanac","4.25","1027.567287512929","188.68202155923927"
"conservadordc","4.25","992.7037495739733","279.1228857586978"
"Radar_Politico_","3.5","847.5789282761593","201.09095758689998"
"RADIOVOXORG","3.25","916.2846577047197","246.4044169109275"